publish_date,neg,neu,pos,compound,sentiment
2002-06-27,0.117,0.823,0.06,-0.9978,negative
2002-06-28,0.127,0.811,0.062,-0.9983,negative
2002-06-29,0.11,0.801,0.089,-0.9815,negative
2002-06-30,0.091,0.852,0.057,-0.9878,negative
2002-07-01,0.113,0.833,0.054,-0.9927,negative
2002-07-02,0.097,0.821,0.082,-0.8063,negative
2002-07-03,0.108,0.826,0.066,-0.9968,negative
2002-07-04,0.101,0.823,0.075,-0.995,negative
2002-07-05,0.082,0.876,0.042,-0.9925,negative
2002-07-06,0.109,0.823,0.069,-0.9965,negative
2002-07-07,0.138,0.783,0.079,-0.998,negative
2002-07-08,0.091,0.858,0.05,-0.9942,negative
2002-07-09,0.082,0.866,0.052,-0.9942,negative
2002-07-10,0.152,0.784,0.064,-0.9994,negative
2002-07-11,0.091,0.836,0.073,-0.9825,negative
2002-07-12,0.092,0.839,0.068,-0.9684,negative
2002-07-13,0.147,0.787,0.066,-0.9991,negative
2002-07-14,0.149,0.775,0.076,-0.9993,negative
2002-07-15,0.096,0.821,0.083,-0.9125,negative
2002-07-16,0.144,0.763,0.094,-0.9984,negative
2002-07-17,0.148,0.776,0.076,-0.9991,negative
2002-07-18,0.111,0.777,0.112,0.7546,positive
2002-07-19,0.123,0.801,0.076,-0.9981,negative
2002-07-20,0.139,0.783,0.079,-0.998,negative
2002-07-21,0.109,0.784,0.107,0.5538,positive
2002-07-22,0.118,0.792,0.09,-0.9955,negative
2002-07-23,0.095,0.841,0.064,-0.9946,negative
2002-07-24,0.123,0.8,0.077,-0.9973,negative
2002-07-25,0.082,0.851,0.067,-0.9861,negative
2002-07-26,0.151,0.783,0.066,-0.9991,negative
2002-07-27,0.15,0.771,0.079,-0.9991,negative
2002-07-28,0.124,0.806,0.069,-0.9984,negative
2002-07-29,0.176,0.732,0.091,-0.9977,negative
2002-07-30,0.143,0.766,0.091,-0.9981,negative
2002-07-31,0.094,0.817,0.089,0.1697,positive
2002-08-01,0.126,0.774,0.101,-0.9955,negative
2002-08-02,0.105,0.813,0.082,-0.9792,negative
2002-08-03,0.119,0.781,0.1,-0.9748,negative
2002-08-04,0.103,0.823,0.074,-0.9934,negative
2002-08-05,0.122,0.809,0.069,-0.9976,negative
2002-08-06,0.109,0.807,0.084,-0.9924,negative
2002-08-07,0.126,0.793,0.082,-0.9977,negative
2002-08-08,0.111,0.827,0.061,-0.9962,negative
2002-08-09,0.118,0.815,0.066,-0.9976,negative
2002-08-10,0.09,0.859,0.052,-0.9927,negative
2002-08-11,0.11,0.799,0.091,-0.9831,negative
2002-08-12,0.119,0.798,0.083,-0.9958,negative
2002-08-13,0.158,0.781,0.061,-0.9995,negative
2002-08-14,0.099,0.812,0.09,-0.9101,negative
2002-08-15,0.113,0.798,0.089,-0.987,negative
2002-08-16,0.09,0.841,0.069,-0.98,negative
2002-08-17,0.138,0.797,0.065,-0.9992,negative
2002-08-18,0.094,0.836,0.071,-0.9896,negative
2002-08-19,0.129,0.791,0.08,-0.9977,negative
2002-08-20,0.098,0.838,0.064,-0.9966,negative
2002-08-21,0.089,0.865,0.047,-0.9948,negative
2002-08-22,0.1,0.841,0.058,-0.9953,negative
2002-08-23,0.132,0.802,0.066,-0.999,negative
2002-08-24,0.116,0.817,0.067,-0.9985,negative
2002-08-25,0.09,0.847,0.063,-0.9932,negative
2002-08-26,0.108,0.823,0.069,-0.9942,negative
2002-08-27,0.1,0.806,0.094,-0.9066,negative
2002-08-28,0.086,0.849,0.066,-0.9803,negative
2002-08-29,0.144,0.751,0.104,-0.9984,negative
2002-08-30,0.111,0.821,0.068,-0.9979,negative
2002-08-31,0.14,0.777,0.083,-0.9981,negative
2002-09-01,0.074,0.846,0.08,0.8134,positive
2002-09-02,0.117,0.803,0.08,-0.9966,negative
2002-09-03,0.153,0.771,0.076,-0.9996,negative
2002-09-04,0.104,0.826,0.07,-0.9956,negative
2002-09-05,0.113,0.832,0.055,-0.9983,negative
2002-09-06,0.092,0.836,0.072,-0.9895,negative
2002-09-07,0.115,0.778,0.106,-0.9844,negative
2002-09-08,0.116,0.798,0.086,-0.9587,negative
2002-09-09,0.116,0.807,0.077,-0.9955,negative
2002-09-10,0.147,0.763,0.091,-0.9988,negative
2002-09-11,0.156,0.758,0.087,-0.999,negative
2002-09-12,0.194,0.721,0.086,-0.9984,negative
2002-09-13,0.091,0.825,0.084,-0.7007,negative
2002-09-14,0.094,0.819,0.087,-0.9485,negative
2002-09-15,0.134,0.784,0.082,-0.9978,negative
2002-09-16,0.105,0.815,0.08,-0.9925,negative
2002-09-17,0.149,0.777,0.075,-0.9991,negative
2002-09-18,0.108,0.805,0.087,-0.9903,negative
2002-09-19,0.117,0.822,0.061,-0.9977,negative
2002-09-20,0.147,0.78,0.074,-0.9944,negative
2002-09-21,0.091,0.817,0.092,-0.7106,negative
2002-09-22,0.145,0.786,0.069,-0.9829,negative
2002-09-23,0.094,0.846,0.06,-0.9954,negative
2002-09-24,0.152,0.791,0.057,-0.999,negative
2002-09-25,0.175,0.777,0.048,-0.9991,negative
2002-09-26,0.151,0.76,0.089,-0.9993,negative
2002-09-27,0.111,0.807,0.082,-0.9884,negative
2002-09-28,0.133,0.799,0.068,-0.999,negative
2002-09-29,0.143,0.784,0.072,-0.9991,negative
2002-09-30,0.097,0.848,0.054,-0.9955,negative
2002-10-01,0.125,0.777,0.098,-0.9834,negative
2002-10-02,0.111,0.824,0.065,-0.9985,negative
2002-10-03,0.13,0.789,0.081,-0.9979,negative
2002-10-04,0.141,0.785,0.074,-0.9972,negative
2002-10-05,0.122,0.85,0.028,-0.9994,negative
2002-10-06,0.104,0.812,0.084,-0.9705,negative
2002-10-07,0.1,0.817,0.084,-0.9846,negative
2002-10-08,0.119,0.821,0.06,-0.9986,negative
2002-10-09,0.138,0.795,0.068,-0.9967,negative
2002-10-10,0.085,0.849,0.066,-0.9857,negative
2002-10-11,0.074,0.866,0.06,-0.9777,negative
2002-10-12,0.099,0.811,0.09,-0.9245,negative
2002-10-13,0.076,0.85,0.074,-0.8846,negative
2002-10-14,0.14,0.795,0.065,-0.9988,negative
2002-10-15,0.148,0.775,0.077,-0.9994,negative
2002-10-16,0.159,0.766,0.074,-0.9993,negative
2002-10-17,0.13,0.779,0.091,-0.9977,negative
2002-10-18,0.112,0.792,0.096,-0.9832,negative
2002-10-19,0.134,0.792,0.074,-0.9989,negative
2002-10-20,0.104,0.832,0.064,-0.9951,negative
2002-10-21,0.123,0.798,0.079,-0.9968,negative
2002-10-22,0.163,0.763,0.074,-0.9997,negative
2002-10-23,0.134,0.791,0.076,-0.9983,negative
2002-10-24,0.096,0.829,0.075,-0.967,negative
2002-10-25,0.108,0.825,0.067,-0.9979,negative
2002-10-26,0.1,0.805,0.095,0.7241,positive
2002-10-27,0.112,0.804,0.085,-0.9946,negative
2002-10-28,0.137,0.794,0.069,-0.9991,negative
2002-10-29,0.13,0.782,0.087,-0.9986,negative
2002-10-30,0.109,0.82,0.071,-0.9948,negative
2002-10-31,0.118,0.814,0.068,-0.998,negative
2002-11-01,0.118,0.811,0.072,-0.9973,negative
2002-11-02,0.077,0.841,0.081,0.8124,positive
2002-11-03,0.14,0.774,0.087,-0.9972,negative
2002-11-04,0.116,0.787,0.097,-0.992,negative
2002-11-05,0.125,0.814,0.061,-0.9971,negative
2002-11-06,0.118,0.78,0.103,-0.9741,negative
2002-11-07,0.105,0.822,0.073,-0.9954,negative
2002-11-08,0.085,0.851,0.064,-0.986,negative
2002-11-09,0.163,0.763,0.074,-0.9995,negative
2002-11-10,0.094,0.84,0.066,-0.9885,negative
2002-11-11,0.104,0.818,0.077,-0.9925,negative
2002-11-12,0.066,0.864,0.071,0.889,positive
2002-11-13,0.094,0.839,0.067,-0.9949,negative
2002-11-14,0.094,0.829,0.077,-0.9779,negative
2002-11-15,0.113,0.821,0.066,-0.9982,negative
2002-11-16,0.102,0.82,0.078,-0.9861,negative
2002-11-17,0.101,0.826,0.073,-0.9938,negative
2002-11-18,0.107,0.802,0.091,-0.9869,negative
2002-11-19,0.097,0.81,0.094,-0.8996,negative
2002-11-20,0.128,0.795,0.078,-0.9984,negative
2002-11-21,0.105,0.811,0.084,-0.9907,negative
2002-11-22,0.111,0.809,0.08,-0.9964,negative
2002-11-23,0.106,0.821,0.073,-0.9955,negative
2002-11-24,0.164,0.758,0.078,-0.9956,negative
2002-11-25,0.149,0.738,0.112,-0.9985,negative
2002-11-26,0.114,0.818,0.067,-0.9982,negative
2002-11-27,0.092,0.856,0.052,-0.9937,negative
2002-11-28,0.107,0.812,0.082,-0.9954,negative
2002-11-29,0.104,0.804,0.092,-0.9888,negative
2002-11-30,0.138,0.785,0.076,-0.9964,negative
2002-12-01,0.102,0.83,0.068,-0.9911,negative
2002-12-02,0.126,0.763,0.11,-0.9891,negative
2002-12-03,0.12,0.799,0.081,-0.9935,negative
2002-12-04,0.117,0.805,0.079,-0.9932,negative
2002-12-05,0.126,0.793,0.081,-0.9981,negative
2002-12-06,0.12,0.787,0.092,-0.9958,negative
2002-12-07,0.144,0.753,0.104,-0.9976,negative
2002-12-08,0.155,0.761,0.084,-0.9988,negative
2002-12-09,0.153,0.763,0.084,-0.9994,negative
2002-12-10,0.127,0.781,0.093,-0.9971,negative
2002-12-11,0.101,0.797,0.103,-0.957,negative
2002-12-12,0.119,0.794,0.087,-0.996,negative
2002-12-13,0.109,0.805,0.086,-0.9938,negative
2002-12-14,0.128,0.767,0.105,-0.9927,negative
2002-12-15,0.154,0.738,0.108,-0.9978,negative
2002-12-16,0.081,0.863,0.056,-0.9918,negative
2002-12-17,0.135,0.759,0.106,-0.9973,negative
2002-12-18,0.083,0.806,0.11,0.9934,positive
2002-12-19,0.118,0.803,0.08,-0.997,negative
2002-12-20,0.093,0.802,0.105,0.9567,positive
2002-12-21,0.142,0.813,0.045,-0.999,negative
2002-12-22,0.136,0.806,0.059,-0.9987,negative
2002-12-23,0.118,0.803,0.079,-0.9963,negative
2002-12-24,0.14,0.786,0.073,-0.9989,negative
2002-12-25,0.073,0.835,0.092,0.9568,positive
2002-12-26,0.123,0.789,0.088,-0.9966,negative
2002-12-27,0.112,0.801,0.088,-0.9883,negative
2002-12-28,0.102,0.816,0.082,-0.9827,negative
2002-12-29,0.116,0.82,0.064,-0.9959,negative
2002-12-30,0.096,0.805,0.1,0.2707,positive
2002-12-31,0.107,0.789,0.104,-0.9333,negative
2003-01-01,0.063,0.821,0.116,0.9955,positive
2003-01-02,0.102,0.801,0.096,-0.9024,negative
2003-01-03,0.107,0.813,0.08,-0.9934,negative
2003-01-04,0.119,0.805,0.077,-0.9935,negative
2003-01-05,0.064,0.867,0.069,-0.4168,negative
2003-01-06,0.134,0.771,0.095,-0.996,negative
2003-01-07,0.113,0.819,0.069,-0.9968,negative
2003-01-08,0.147,0.79,0.063,-0.9994,negative
2003-01-09,0.108,0.801,0.092,-0.9862,negative
2003-01-10,0.076,0.852,0.073,-0.8429,negative
2003-01-11,0.099,0.822,0.078,-0.9896,negative
2003-01-12,0.1,0.812,0.088,-0.9724,negative
2003-01-13,0.12,0.796,0.084,-0.9968,negative
2003-01-14,0.121,0.789,0.09,-0.9894,negative
2003-01-15,0.109,0.792,0.099,-0.975,negative
2003-01-16,0.114,0.813,0.073,-0.9965,negative
2003-01-17,0.077,0.861,0.062,-0.9742,negative
2003-01-18,0.102,0.816,0.083,-0.9874,negative
2003-01-19,0.15,0.757,0.093,-0.9988,negative
2003-01-20,0.109,0.809,0.082,-0.9946,negative
2003-01-21,0.135,0.799,0.066,-0.9991,negative
2003-01-22,0.103,0.821,0.076,-0.9961,negative
2003-01-23,0.082,0.858,0.06,-0.9956,negative
2003-01-24,0.085,0.821,0.095,0.9647,positive
2003-01-25,0.116,0.815,0.069,-0.9965,negative
2003-01-26,0.139,0.762,0.099,-0.9978,negative
2003-01-27,0.149,0.733,0.118,-0.9955,negative
2003-01-28,0.099,0.813,0.088,-0.9839,negative
2003-01-29,0.103,0.813,0.083,-0.9954,negative
2003-01-30,0.117,0.797,0.086,-0.997,negative
2003-01-31,0.121,0.801,0.078,-0.9971,negative
2003-02-01,0.129,0.768,0.103,-0.9947,negative
2003-02-02,0.128,0.794,0.078,-0.9979,negative
2003-02-03,0.089,0.833,0.078,-0.9662,negative
2003-02-04,0.126,0.805,0.069,-0.9983,negative
2003-02-05,0.103,0.814,0.084,-0.9766,negative
2003-02-06,0.101,0.836,0.063,-0.9953,negative
2003-02-07,0.085,0.839,0.076,-0.9757,negative
2003-02-08,0.094,0.833,0.074,-0.9836,negative
2003-02-09,0.134,0.793,0.074,-0.9966,negative
2003-02-10,0.124,0.819,0.057,-0.9984,negative
2003-02-11,0.156,0.767,0.077,-0.9993,negative
2003-02-12,0.077,0.863,0.06,-0.9644,negative
2003-02-13,0.145,0.777,0.078,-0.9984,negative
2003-02-14,0.096,0.81,0.093,-0.9125,negative
2003-02-15,0.109,0.79,0.102,-0.9448,negative
2003-02-16,0.11,0.822,0.068,-0.9949,negative
2003-02-17,0.125,0.783,0.093,-0.9958,negative
2003-02-18,0.126,0.796,0.077,-0.9984,negative
2003-02-19,0.114,0.81,0.076,-0.9969,negative
2003-02-20,0.079,0.857,0.064,-0.967,negative
2003-02-21,0.115,0.785,0.099,-0.9808,negative
2003-02-22,0.105,0.818,0.077,-0.9911,negative
2003-02-23,0.144,0.778,0.078,-0.9985,negative
2003-02-24,0.109,0.779,0.112,-0.895,negative
2003-02-25,0.119,0.768,0.113,-0.974,negative
2003-02-26,0.108,0.824,0.068,-0.9971,negative
2003-02-27,0.109,0.776,0.115,0.9126,positive
2003-02-28,0.098,0.795,0.107,0.9254,positive
2003-03-01,0.1,0.774,0.126,0.993,positive
2003-03-02,0.09,0.812,0.098,0.8157,positive
2003-03-03,0.091,0.858,0.051,-0.9951,negative
2003-03-04,0.108,0.812,0.08,-0.9943,negative
2003-03-05,0.11,0.778,0.112,0.6125,positive
2003-03-06,0.082,0.87,0.049,-0.9924,negative
2003-03-07,0.139,0.776,0.086,-0.9981,negative
2003-03-08,0.136,0.811,0.054,-0.9991,negative
2003-03-09,0.138,0.789,0.074,-0.9984,negative
2003-03-10,0.119,0.808,0.073,-0.996,negative
2003-03-11,0.117,0.804,0.08,-0.9945,negative
2003-03-12,0.129,0.775,0.096,-0.9969,negative
2003-03-13,0.12,0.8,0.081,-0.9958,negative
2003-03-14,0.12,0.816,0.064,-0.9986,negative
2003-03-15,0.131,0.746,0.123,-0.8996,negative
2003-03-16,0.131,0.786,0.082,-0.9985,negative
2003-03-17,0.112,0.806,0.082,-0.9944,negative
2003-03-18,0.139,0.776,0.085,-0.9988,negative
2003-03-19,0.133,0.78,0.087,-0.9969,negative
2003-03-20,0.072,0.838,0.089,0.8291,positive
2003-03-21,0.14,0.798,0.062,-0.9988,negative
2003-03-22,0.088,0.844,0.068,-0.9582,negative
2003-03-23,0.103,0.821,0.076,-0.9529,negative
2003-03-24,0.184,0.732,0.084,-0.9994,negative
2003-03-25,0.148,0.775,0.077,-0.9993,negative
2003-03-26,0.155,0.764,0.082,-0.9991,negative
2003-03-27,0.153,0.785,0.062,-0.9992,negative
2003-03-28,0.106,0.835,0.06,-0.9957,negative
2003-03-29,0.103,0.809,0.088,-0.9848,negative
2003-03-30,0.1,0.827,0.073,-0.9853,negative
2003-03-31,0.123,0.789,0.089,-0.9944,negative
2003-04-01,0.153,0.761,0.086,-0.9991,negative
2003-04-02,0.095,0.844,0.061,-0.9914,negative
2003-04-03,0.147,0.746,0.107,-0.9978,negative
2003-04-04,0.142,0.796,0.062,-0.9994,negative
2003-04-05,0.117,0.825,0.059,-0.9982,negative
2003-04-06,0.095,0.849,0.056,-0.9903,negative
2003-04-07,0.148,0.756,0.096,-0.9978,negative
2003-04-08,0.125,0.824,0.051,-0.9991,negative
2003-04-09,0.104,0.836,0.06,-0.9957,negative
2003-04-10,0.145,0.78,0.075,-0.9993,negative
2003-04-11,0.096,0.823,0.081,-0.9928,negative
2003-04-12,0.116,0.795,0.09,-0.9951,negative
2003-04-13,0.086,0.844,0.07,-0.9882,negative
2003-04-14,0.134,0.777,0.089,-0.9959,negative
2003-04-15,0.145,0.795,0.061,-0.9993,negative
2003-04-16,0.124,0.81,0.066,-0.998,negative
2003-04-17,0.134,0.797,0.069,-0.9984,negative
2003-04-18,0.133,0.77,0.097,-0.9984,negative
2003-04-19,0.129,0.754,0.116,-0.9845,negative
2003-04-20,0.123,0.778,0.1,-0.9927,negative
2003-04-21,0.184,0.737,0.079,-0.9997,negative
2003-04-22,0.135,0.776,0.089,-0.9986,negative
2003-04-23,0.112,0.781,0.107,-0.8758,negative
2003-04-24,0.137,0.783,0.08,-0.9989,negative
2003-04-25,0.132,0.788,0.08,-0.9987,negative
2003-04-26,0.122,0.811,0.067,-0.9985,negative
2003-04-27,0.141,0.771,0.088,-0.9991,negative
2003-04-28,0.093,0.823,0.084,-0.7404,negative
2003-04-29,0.114,0.826,0.06,-0.9965,negative
2003-04-30,0.156,0.767,0.077,-0.9993,negative
2003-05-01,0.18,0.74,0.08,-0.9997,negative
2003-05-02,0.107,0.808,0.085,-0.9841,negative
2003-05-03,0.137,0.784,0.079,-0.9968,negative
2003-05-04,0.07,0.849,0.081,0.9743,positive
2003-05-05,0.126,0.797,0.077,-0.997,negative
2003-05-06,0.089,0.795,0.116,0.9925,positive
2003-05-07,0.117,0.789,0.095,-0.9927,negative
2003-05-08,0.139,0.757,0.103,-0.9968,negative
2003-05-09,0.112,0.765,0.123,0.9293,positive
2003-05-10,0.123,0.805,0.073,-0.9984,negative
2003-05-11,0.097,0.798,0.105,0.6831,positive
2003-05-12,0.136,0.784,0.08,-0.9987,negative
2003-05-13,0.098,0.81,0.092,-0.9072,negative
2003-05-14,0.123,0.778,0.099,-0.9937,negative
2003-05-15,0.12,0.799,0.08,-0.9975,negative
2003-05-16,0.134,0.786,0.079,-0.9987,negative
2003-05-17,0.104,0.818,0.078,-0.9962,negative
2003-05-18,0.133,0.758,0.108,-0.9915,negative
2003-05-19,0.156,0.742,0.102,-0.9987,negative
2003-05-20,0.136,0.759,0.105,-0.9971,negative
2003-05-21,0.135,0.802,0.063,-0.9989,negative
2003-05-22,0.137,0.758,0.104,-0.9975,negative
2003-05-23,0.117,0.801,0.081,-0.9949,negative
2003-05-24,0.114,0.821,0.066,-0.9972,negative
2003-05-25,0.122,0.793,0.085,-0.9966,negative
2003-05-26,0.106,0.828,0.065,-0.9949,negative
2003-05-27,0.139,0.765,0.096,-0.9982,negative
2003-05-28,0.114,0.768,0.118,-0.5761,negative
2003-05-29,0.119,0.801,0.081,-0.998,negative
2003-05-30,0.124,0.761,0.115,-0.9855,negative
2003-05-31,0.112,0.794,0.093,-0.9936,negative
2003-06-01,0.069,0.866,0.064,-0.8611,negative
2003-06-02,0.137,0.782,0.081,-0.9987,negative
2003-06-03,0.092,0.841,0.068,-0.9818,negative
2003-06-04,0.088,0.83,0.082,-0.899,negative
2003-06-05,0.074,0.867,0.059,-0.977,negative
2003-06-06,0.089,0.846,0.065,-0.991,negative
2003-06-07,0.153,0.762,0.085,-0.9978,negative
2003-06-08,0.105,0.822,0.074,-0.9903,negative
2003-06-09,0.133,0.78,0.087,-0.997,negative
2003-06-10,0.087,0.816,0.097,0.9377,positive
2003-06-11,0.106,0.818,0.076,-0.9957,negative
2003-06-12,0.119,0.791,0.089,-0.9967,negative
2003-06-13,0.111,0.81,0.079,-0.997,negative
2003-06-14,0.112,0.81,0.078,-0.997,negative
2003-06-15,0.117,0.772,0.111,-0.6287,negative
2003-06-16,0.101,0.805,0.094,-0.9785,negative
2003-06-17,0.113,0.819,0.068,-0.9982,negative
2003-06-18,0.109,0.825,0.065,-0.9981,negative
2003-06-19,0.108,0.806,0.086,-0.9952,negative
2003-06-20,0.086,0.836,0.078,-0.9204,negative
2003-06-21,0.133,0.781,0.086,-0.9986,negative
2003-06-22,0.114,0.797,0.089,-0.9939,negative
2003-06-23,0.135,0.779,0.086,-0.998,negative
2003-06-24,0.12,0.771,0.109,-0.9922,negative
2003-06-25,0.12,0.804,0.077,-0.9979,negative
2003-06-26,0.114,0.811,0.076,-0.9984,negative
2003-06-27,0.125,0.786,0.089,-0.9978,negative
2003-06-28,0.097,0.794,0.109,0.9529,positive
2003-06-29,0.121,0.794,0.085,-0.9971,negative
2003-06-30,0.104,0.787,0.108,-0.6368,negative
2003-07-01,0.117,0.812,0.071,-0.9978,negative
2003-07-02,0.132,0.822,0.045,-0.9991,negative
2003-07-03,0.095,0.866,0.039,-0.9969,negative
2003-07-04,0.115,0.817,0.069,-0.9952,negative
2003-07-05,0.125,0.793,0.081,-0.9964,negative
2003-07-06,0.13,0.776,0.095,-0.9949,negative
2003-07-07,0.103,0.842,0.055,-0.9947,negative
2003-07-08,0.1,0.832,0.068,-0.9909,negative
2003-07-09,0.094,0.833,0.073,-0.943,negative
2003-07-10,0.116,0.81,0.074,-0.995,negative
2003-07-11,0.101,0.826,0.073,-0.9857,negative
2003-07-12,0.117,0.796,0.087,-0.9886,negative
2003-07-13,0.116,0.818,0.066,-0.9973,negative
2003-07-14,0.128,0.823,0.05,-0.9983,negative
2003-07-15,0.096,0.814,0.09,-0.6484,negative
2003-07-16,0.127,0.802,0.071,-0.9973,negative
2003-07-17,0.138,0.81,0.052,-0.9991,negative
2003-07-18,0.075,0.834,0.09,0.8516,positive
2003-07-19,0.121,0.824,0.055,-0.9973,negative
2003-07-20,0.092,0.822,0.087,-0.8309,negative
2003-07-21,0.084,0.829,0.087,-0.5972,negative
2003-07-22,0.143,0.796,0.061,-0.9987,negative
2003-07-23,0.154,0.799,0.047,-0.9993,negative
2003-07-24,0.133,0.782,0.085,-0.9977,negative
2003-07-25,0.117,0.809,0.073,-0.9973,negative
2003-07-26,0.125,0.789,0.086,-0.9958,negative
2003-07-27,0.106,0.811,0.083,-0.9863,negative
2003-07-28,0.146,0.781,0.073,-0.9987,negative
2003-07-29,0.099,0.85,0.051,-0.9954,negative
2003-07-30,0.1,0.829,0.071,-0.994,negative
2003-07-31,0.112,0.811,0.077,-0.997,negative
2003-08-01,0.142,0.791,0.067,-0.9992,negative
2003-08-02,0.15,0.766,0.084,-0.9989,negative
2003-08-03,0.153,0.761,0.086,-0.998,negative
2003-08-04,0.145,0.784,0.071,-0.9992,negative
2003-08-05,0.133,0.8,0.067,-0.9988,negative
2003-08-06,0.146,0.801,0.054,-0.9995,negative
2003-08-07,0.124,0.808,0.068,-0.9984,negative
2003-08-08,0.127,0.811,0.062,-0.9985,negative
2003-08-09,0.111,0.804,0.085,-0.9957,negative
2003-08-10,0.143,0.77,0.087,-0.9978,negative
2003-08-11,0.122,0.821,0.057,-0.9985,negative
2003-08-12,0.161,0.752,0.087,-0.9989,negative
2003-08-13,0.099,0.821,0.08,-0.9877,negative
2003-08-14,0.12,0.807,0.073,-0.9964,negative
2003-08-15,0.116,0.814,0.07,-0.9943,negative
2003-08-16,0.167,0.709,0.124,-0.9956,negative
2003-08-17,0.134,0.756,0.11,-0.9897,negative
2003-08-18,0.119,0.794,0.088,-0.9942,negative
2003-08-19,0.104,0.812,0.084,-0.9819,negative
2003-08-20,0.128,0.795,0.077,-0.9969,negative
2003-08-21,0.099,0.835,0.066,-0.9837,negative
2003-08-22,0.106,0.834,0.06,-0.9972,negative
2003-08-23,0.116,0.793,0.091,-0.9857,negative
2003-08-24,0.156,0.775,0.069,-0.9989,negative
2003-08-25,0.108,0.814,0.078,-0.9901,negative
2003-08-26,0.089,0.854,0.057,-0.9899,negative
2003-08-27,0.169,0.75,0.081,-0.9989,negative
2003-08-28,0.133,0.788,0.079,-0.9972,negative
2003-08-29,0.116,0.83,0.054,-0.9981,negative
2003-08-30,0.134,0.78,0.086,-0.9957,negative
2003-08-31,0.14,0.787,0.073,-0.9965,negative
2003-09-01,0.113,0.806,0.08,-0.9925,negative
2003-09-02,0.145,0.766,0.09,-0.9968,negative
2003-09-03,0.115,0.779,0.107,-0.9714,negative
2003-09-04,0.106,0.826,0.068,-0.9933,negative
2003-09-05,0.077,0.863,0.06,-0.9383,negative
2003-09-06,0.107,0.797,0.096,-0.9609,negative
2003-09-07,0.154,0.747,0.099,-0.9983,negative
2003-09-08,0.16,0.761,0.079,-0.999,negative
2003-09-09,0.125,0.805,0.07,-0.9981,negative
2003-09-10,0.122,0.813,0.064,-0.9976,negative
2003-09-11,0.122,0.827,0.051,-0.9957,negative
2003-09-12,0.155,0.762,0.084,-0.9987,negative
2003-09-13,0.167,0.753,0.08,-0.9994,negative
2003-09-14,0.14,0.787,0.072,-0.998,negative
2003-09-15,0.155,0.73,0.115,-0.9963,negative
2003-09-16,0.101,0.846,0.053,-0.995,negative
2003-09-17,0.127,0.808,0.065,-0.9985,negative
2003-09-18,0.119,0.787,0.094,-0.9845,negative
2003-09-19,0.121,0.784,0.095,-0.9952,negative
2003-09-20,0.149,0.781,0.07,-0.9987,negative
2003-09-21,0.125,0.81,0.065,-0.997,negative
2003-09-22,0.172,0.771,0.058,-0.9993,negative
2003-09-23,0.114,0.816,0.07,-0.9967,negative
2003-09-24,0.152,0.782,0.066,-0.9993,negative
2003-09-25,0.137,0.789,0.075,-0.998,negative
2003-09-26,0.105,0.819,0.076,-0.9864,negative
2003-09-27,0.116,0.815,0.069,-0.9972,negative
2003-09-28,0.116,0.805,0.079,-0.996,negative
2003-09-29,0.109,0.802,0.088,-0.9562,negative
2003-09-30,0.126,0.778,0.096,-0.9927,negative
2003-10-01,0.106,0.824,0.07,-0.9968,negative
2003-10-02,0.079,0.855,0.066,-0.8953,negative
2003-10-03,0.091,0.831,0.078,-0.926,negative
2003-10-04,0.163,0.739,0.098,-0.999,negative
2003-10-05,0.132,0.742,0.125,-0.8925,negative
2003-10-06,0.124,0.799,0.077,-0.9966,negative
2003-10-07,0.141,0.777,0.082,-0.9989,negative
2003-10-08,0.113,0.782,0.104,-0.9815,negative
2003-10-09,0.085,0.818,0.098,0.9846,positive
2003-10-10,0.134,0.762,0.104,-0.9974,negative
2003-10-11,0.094,0.821,0.086,-0.9711,negative
