publish_date,neg,neu,pos,compound,sentiment
2012-02-13,0.14,0.765,0.096,-0.9997,negative
2012-02-14,0.118,0.785,0.098,-0.9983,negative
2012-02-15,0.13,0.745,0.125,-0.9721,negative
2012-02-16,0.126,0.776,0.098,-0.9993,negative
2012-02-17,0.134,0.773,0.094,-0.9996,negative
2012-02-18,0.111,0.798,0.091,-0.9959,negative
2012-02-19,0.147,0.75,0.104,-0.9997,negative
2012-02-20,0.117,0.783,0.1,-0.9976,negative
2012-02-21,0.13,0.79,0.08,-0.9998,negative
2012-02-22,0.137,0.781,0.082,-0.9998,negative
2012-02-23,0.132,0.766,0.101,-0.9995,negative
2012-02-24,0.134,0.783,0.082,-0.9998,negative
2012-02-25,0.163,0.757,0.08,-0.9999,negative
2012-02-26,0.116,0.805,0.08,-0.9994,negative
2012-02-27,0.149,0.745,0.106,-0.9997,negative
2012-02-28,0.111,0.81,0.079,-0.999,negative
2012-02-29,0.142,0.776,0.083,-0.9998,negative
2012-03-01,0.139,0.755,0.106,-0.9996,negative
2012-03-02,0.142,0.777,0.081,-0.9999,negative
2012-03-03,0.101,0.814,0.085,-0.9965,negative
2012-03-04,0.101,0.8,0.099,-0.9655,negative
2012-03-05,0.132,0.757,0.111,-0.999,negative
2012-03-06,0.085,0.838,0.077,-0.9653,negative
2012-03-07,0.095,0.843,0.062,-0.9987,negative
2012-03-08,0.086,0.839,0.074,-0.9911,negative
2012-03-09,0.125,0.777,0.098,-0.9988,negative
2012-03-10,0.126,0.778,0.096,-0.9992,negative
2012-03-11,0.13,0.757,0.113,-0.9987,negative
2012-03-12,0.131,0.751,0.118,-0.9971,negative
2012-03-13,0.143,0.773,0.084,-0.9998,negative
2012-03-14,0.131,0.765,0.104,-0.9995,negative
2012-03-15,0.123,0.795,0.083,-0.9996,negative
2012-03-16,0.14,0.765,0.095,-0.9997,negative
2012-03-17,0.125,0.771,0.104,-0.9987,negative
2012-03-18,0.12,0.788,0.092,-0.9992,negative
2012-03-19,0.108,0.816,0.076,-0.9992,negative
2012-03-20,0.14,0.77,0.09,-0.9998,negative
2012-03-21,0.127,0.784,0.089,-0.9997,negative
2012-03-22,0.124,0.783,0.092,-0.9995,negative
2012-03-23,0.1,0.809,0.09,-0.9923,negative
2012-03-24,0.125,0.769,0.106,-0.9989,negative
2012-03-25,0.107,0.816,0.078,-0.9992,negative
2012-03-26,0.115,0.795,0.091,-0.9984,negative
2012-03-27,0.103,0.819,0.078,-0.9989,negative
2012-03-28,0.123,0.804,0.073,-0.9997,negative
2012-03-29,0.146,0.768,0.085,-0.9999,negative
2012-03-30,0.117,0.8,0.084,-0.9992,negative
2012-03-31,0.119,0.802,0.08,-0.9996,negative
2012-04-01,0.136,0.768,0.096,-0.9997,negative
2012-04-02,0.14,0.765,0.095,-0.9997,negative
2012-04-03,0.125,0.797,0.078,-0.9998,negative
2012-04-04,0.129,0.779,0.092,-0.9996,negative
2012-04-05,0.123,0.809,0.068,-0.9998,negative
2012-04-06,0.125,0.794,0.081,-0.9996,negative
2012-04-07,0.137,0.758,0.106,-0.9995,negative
2012-04-08,0.135,0.758,0.106,-0.9994,negative
2012-04-09,0.116,0.772,0.113,-0.9707,negative
2012-04-10,0.132,0.775,0.093,-0.9996,negative
2012-04-11,0.123,0.784,0.092,-0.9995,negative
2012-04-12,0.128,0.774,0.098,-0.9992,negative
2012-04-13,0.143,0.758,0.098,-0.9998,negative
2012-04-14,0.146,0.75,0.105,-0.9997,negative
2012-04-15,0.126,0.774,0.1,-0.9993,negative
2012-04-16,0.133,0.778,0.089,-0.9997,negative
2012-04-17,0.117,0.812,0.071,-0.9997,negative
2012-04-18,0.156,0.742,0.102,-0.9999,negative
2012-04-19,0.15,0.75,0.1,-0.9998,negative
2012-04-20,0.13,0.799,0.071,-0.9998,negative
2012-04-21,0.142,0.761,0.097,-0.9998,negative
2012-04-22,0.114,0.81,0.075,-0.9994,negative
2012-04-23,0.136,0.768,0.096,-0.9997,negative
2012-04-24,0.093,0.839,0.068,-0.9984,negative
2012-04-25,0.146,0.778,0.076,-0.9999,negative
2012-04-26,0.117,0.801,0.082,-0.9996,negative
2012-04-27,0.143,0.769,0.089,-0.9999,negative
2012-04-28,0.139,0.767,0.095,-0.9998,negative
2012-04-29,0.132,0.781,0.087,-0.9998,negative
2012-04-30,0.092,0.835,0.073,-0.9977,negative
2012-05-01,0.078,0.847,0.076,-0.8623,negative
2012-05-02,0.143,0.776,0.081,-0.9999,negative
2012-05-03,0.142,0.776,0.082,-0.9999,negative
2012-05-04,0.149,0.772,0.08,-0.9999,negative
2012-05-05,0.141,0.758,0.101,-0.9997,negative
2012-05-06,0.12,0.797,0.083,-0.9997,negative
2012-05-07,0.12,0.784,0.096,-0.9992,negative
2012-05-08,0.141,0.762,0.097,-0.9998,negative
2012-05-09,0.11,0.823,0.067,-0.9996,negative
2012-05-10,0.141,0.771,0.088,-0.9998,negative
2012-05-11,0.129,0.779,0.091,-0.9997,negative
2012-05-12,0.125,0.802,0.073,-0.9998,negative
2012-05-13,0.14,0.77,0.09,-0.9998,negative
2012-05-14,0.108,0.828,0.063,-0.9996,negative
2012-05-15,0.144,0.782,0.074,-0.9999,negative
2012-05-16,0.145,0.765,0.089,-0.9999,negative
2012-05-17,0.153,0.77,0.078,-0.9999,negative
2012-05-18,0.137,0.78,0.083,-0.9998,negative
2012-05-19,0.138,0.763,0.098,-0.9997,negative
2012-05-20,0.119,0.786,0.095,-0.9993,negative
2012-05-21,0.132,0.776,0.092,-0.9997,negative
2012-05-22,0.136,0.769,0.095,-0.9997,negative
2012-05-23,0.133,0.79,0.076,-0.9999,negative
2012-05-24,0.136,0.788,0.076,-0.9998,negative
2012-05-25,0.126,0.799,0.075,-0.9998,negative
2012-05-26,0.122,0.793,0.085,-0.9996,negative
2012-05-27,0.148,0.759,0.093,-0.9999,negative
2012-05-28,0.155,0.762,0.083,-0.9999,negative
2012-05-29,0.128,0.773,0.099,-0.9995,negative
2012-05-30,0.132,0.78,0.087,-0.9997,negative
2012-05-31,0.134,0.769,0.097,-0.9997,negative
2012-06-01,0.139,0.771,0.09,-0.9998,negative
2012-06-02,0.134,0.768,0.098,-0.9997,negative
2012-06-03,0.127,0.783,0.09,-0.9996,negative
2012-06-04,0.147,0.754,0.099,-0.9998,negative
2012-06-05,0.145,0.767,0.088,-0.9999,negative
2012-06-06,0.154,0.76,0.086,-0.9999,negative
2012-06-07,0.146,0.765,0.089,-0.9998,negative
2012-06-08,0.158,0.756,0.086,-0.9999,negative
2012-06-09,0.13,0.793,0.077,-0.9998,negative
2012-06-10,0.12,0.799,0.081,-0.9996,negative
2012-06-11,0.131,0.774,0.095,-0.9996,negative
2012-06-12,0.151,0.769,0.08,-0.9999,negative
2012-06-13,0.13,0.786,0.085,-0.9998,negative
2012-06-14,0.127,0.789,0.084,-0.9997,negative
2012-06-15,0.137,0.774,0.089,-0.9998,negative
2012-06-16,0.134,0.777,0.089,-0.9997,negative
2012-06-17,0.145,0.752,0.104,-0.9997,negative
2012-06-18,0.158,0.739,0.103,-0.9999,negative
2012-06-19,0.124,0.79,0.086,-0.9997,negative
2012-06-20,0.134,0.778,0.088,-0.9998,negative
2012-06-21,0.16,0.759,0.081,-0.9999,negative
2012-06-22,0.132,0.78,0.088,-0.9997,negative
2012-06-23,0.146,0.758,0.097,-0.9998,negative
2012-06-24,0.129,0.794,0.077,-0.9997,negative
2012-06-25,0.136,0.775,0.089,-0.9998,negative
2012-06-26,0.118,0.806,0.075,-0.9996,negative
2012-06-27,0.137,0.785,0.078,-0.9998,negative
2012-06-28,0.14,0.787,0.073,-0.9998,negative
2012-06-29,0.149,0.769,0.082,-0.9999,negative
2012-06-30,0.131,0.795,0.074,-0.9998,negative
2012-07-01,0.118,0.798,0.084,-0.9996,negative
2012-07-02,0.142,0.773,0.085,-0.9999,negative
2012-07-03,0.111,0.813,0.075,-0.9995,negative
2012-07-04,0.124,0.777,0.098,-0.9993,negative
2012-07-05,0.15,0.755,0.095,-0.9999,negative
2012-07-06,0.141,0.779,0.08,-0.9999,negative
2012-07-07,0.128,0.789,0.083,-0.9997,negative
2012-07-08,0.129,0.77,0.101,-0.9996,negative
2012-07-09,0.12,0.782,0.098,-0.999,negative
2012-07-10,0.142,0.754,0.105,-0.9997,negative
2012-07-11,0.133,0.781,0.086,-0.9998,negative
2012-07-12,0.137,0.769,0.094,-0.9997,negative
2012-07-13,0.14,0.782,0.078,-0.9998,negative
2012-07-14,0.106,0.816,0.078,-0.9989,negative
2012-07-15,0.129,0.782,0.089,-0.9997,negative
2012-07-16,0.134,0.759,0.107,-0.9995,negative
2012-07-17,0.137,0.777,0.086,-0.9998,negative
2012-07-18,0.164,0.747,0.088,-0.9999,negative
2012-07-19,0.124,0.799,0.077,-0.9998,negative
2012-07-20,0.154,0.763,0.084,-0.9999,negative
2012-07-21,0.098,0.848,0.054,-0.9994,negative
2012-07-22,0.111,0.799,0.09,-0.9986,negative
2012-07-23,0.119,0.764,0.117,-0.9653,negative
2012-07-24,0.109,0.821,0.071,-0.9996,negative
2012-07-25,0.099,0.841,0.06,-0.9993,negative
2012-07-26,0.139,0.772,0.089,-0.9998,negative
2012-07-27,0.16,0.766,0.074,-0.9999,negative
2012-07-28,0.125,0.791,0.084,-0.9996,negative
2012-07-29,0.134,0.777,0.089,-0.9997,negative
2012-07-30,0.149,0.743,0.108,-0.9997,negative
2012-07-31,0.164,0.762,0.074,-0.9999,negative
2012-08-01,0.161,0.734,0.105,-0.9998,negative
2012-08-02,0.124,0.797,0.08,-0.9997,negative
2012-08-03,0.155,0.745,0.1,-0.9998,negative
2012-08-04,0.143,0.768,0.089,-0.9998,negative
2012-08-05,0.112,0.799,0.089,-0.9981,negative
2012-08-06,0.142,0.785,0.074,-0.9999,negative
2012-08-07,0.167,0.75,0.083,-0.9999,negative
2012-08-08,0.121,0.791,0.088,-0.9995,negative
2012-08-09,0.162,0.745,0.093,-0.9999,negative
2012-08-10,0.115,0.789,0.096,-0.9986,negative
2012-08-11,0.135,0.773,0.093,-0.9998,negative
2012-08-12,0.139,0.77,0.091,-0.9998,negative
2012-08-13,0.104,0.799,0.097,-0.9682,negative
2012-08-14,0.154,0.763,0.084,-0.9999,negative
2012-08-15,0.144,0.746,0.11,-0.9996,negative
2012-08-16,0.137,0.739,0.124,-0.998,negative
2012-08-17,0.145,0.768,0.087,-0.9999,negative
2012-08-18,0.149,0.756,0.094,-0.9999,negative
2012-08-19,0.12,0.771,0.109,-0.9922,negative
2012-08-20,0.138,0.759,0.103,-0.9996,negative
2012-08-21,0.128,0.769,0.103,-0.9994,negative
2012-08-22,0.158,0.768,0.075,-0.9999,negative
2012-08-23,0.16,0.763,0.077,-0.9999,negative
2012-08-24,0.142,0.771,0.087,-0.9998,negative
2012-08-25,0.129,0.781,0.09,-0.9997,negative
2012-08-26,0.121,0.784,0.095,-0.9993,negative
2012-08-27,0.122,0.77,0.108,-0.9974,negative
2012-08-28,0.153,0.76,0.088,-0.9999,negative
2012-08-29,0.142,0.784,0.073,-0.9999,negative
2012-08-30,0.151,0.76,0.089,-0.9999,negative
2012-08-31,0.135,0.773,0.093,-0.9998,negative
2012-09-01,0.153,0.749,0.098,-0.9998,negative
2012-09-02,0.151,0.754,0.095,-0.9999,negative
2012-09-03,0.144,0.761,0.095,-0.9998,negative
2012-09-04,0.121,0.809,0.07,-0.9997,negative
2012-09-05,0.133,0.768,0.098,-0.9996,negative
2012-09-06,0.145,0.767,0.088,-0.9998,negative
2012-09-07,0.106,0.819,0.074,-0.9991,negative
2012-09-08,0.15,0.767,0.083,-0.9999,negative
2012-09-09,0.14,0.755,0.105,-0.9996,negative
2012-09-10,0.123,0.774,0.102,-0.9988,negative
2012-09-11,0.122,0.771,0.107,-0.9987,negative
2012-09-12,0.14,0.777,0.084,-0.9998,negative
2012-09-13,0.153,0.748,0.098,-0.9999,negative
2012-09-14,0.155,0.773,0.072,-0.9999,negative
2012-09-15,0.127,0.803,0.071,-0.9998,negative
2012-09-16,0.14,0.756,0.104,-0.9997,negative
2012-09-17,0.128,0.76,0.112,-0.9987,negative
2012-09-18,0.086,0.837,0.077,-0.9809,negative
2012-09-19,0.125,0.78,0.095,-0.9996,negative
2012-09-20,0.114,0.778,0.108,-0.9839,negative
2012-09-21,0.121,0.772,0.107,-0.9959,negative
2012-09-22,0.121,0.802,0.077,-0.9997,negative
2012-09-23,0.122,0.77,0.108,-0.9986,negative
2012-09-24,0.136,0.763,0.101,-0.9996,negative
2012-09-25,0.13,0.796,0.074,-0.9998,negative
2012-09-26,0.1,0.829,0.072,-0.9993,negative
2012-09-27,0.111,0.808,0.082,-0.9991,negative
2012-09-28,0.139,0.784,0.077,-0.9999,negative
2012-09-29,0.146,0.764,0.09,-0.9998,negative
2012-09-30,0.123,0.775,0.102,-0.999,negative
2012-10-01,0.127,0.768,0.105,-0.9992,negative
2012-10-02,0.141,0.764,0.095,-0.9998,negative
2012-10-03,0.148,0.753,0.099,-0.9998,negative
2012-10-04,0.118,0.791,0.092,-0.9992,negative
2012-10-05,0.137,0.767,0.096,-0.9997,negative
2012-10-06,0.157,0.751,0.092,-0.9999,negative
2012-10-07,0.128,0.763,0.11,-0.9988,negative
2012-10-08,0.123,0.779,0.098,-0.9995,negative
2012-10-09,0.127,0.79,0.083,-0.9998,negative
2012-10-10,0.124,0.797,0.079,-0.9997,negative
2012-10-11,0.153,0.75,0.096,-0.9999,negative
2012-10-12,0.116,0.801,0.083,-0.9994,negative
2012-10-13,0.129,0.775,0.096,-0.9995,negative
2012-10-14,0.116,0.79,0.094,-0.999,negative
2012-10-15,0.118,0.789,0.093,-0.9991,negative
2012-10-16,0.145,0.762,0.093,-0.9998,negative
2012-10-17,0.105,0.807,0.088,-0.9983,negative
2012-10-18,0.111,0.795,0.094,-0.9982,negative
2012-10-19,0.139,0.765,0.096,-0.9998,negative
2012-10-20,0.136,0.772,0.092,-0.9998,negative
2012-10-21,0.097,0.824,0.078,-0.9985,negative
2012-10-22,0.091,0.838,0.071,-0.9981,negative
2012-10-23,0.117,0.778,0.106,-0.9956,negative
2012-10-24,0.125,0.772,0.103,-0.9987,negative
2012-10-25,0.121,0.772,0.107,-0.9967,negative
2012-10-26,0.131,0.763,0.107,-0.9994,negative
2012-10-27,0.102,0.828,0.069,-0.9994,negative
2012-10-28,0.126,0.771,0.103,-0.9994,negative
2012-10-29,0.101,0.808,0.092,-0.993,negative
2012-10-30,0.161,0.743,0.096,-0.9999,negative
2012-10-31,0.124,0.803,0.073,-0.9998,negative
2012-11-01,0.166,0.747,0.087,-0.9999,negative
2012-11-02,0.121,0.79,0.09,-0.9996,negative
2012-11-03,0.136,0.772,0.091,-0.9997,negative
2012-11-04,0.127,0.765,0.108,-0.998,negative
2012-11-05,0.106,0.798,0.095,-0.9936,negative
2012-11-06,0.151,0.778,0.071,-0.9999,negative
2012-11-07,0.134,0.782,0.084,-0.9998,negative
2012-11-08,0.096,0.828,0.076,-0.9975,negative
2012-11-09,0.116,0.811,0.073,-0.9997,negative
2012-11-10,0.132,0.778,0.09,-0.9997,negative
2012-11-11,0.142,0.753,0.105,-0.9997,negative
2012-11-12,0.111,0.783,0.106,-0.9867,negative
2012-11-13,0.143,0.752,0.105,-0.9996,negative
2012-11-14,0.125,0.756,0.119,-0.9699,negative
2012-11-15,0.133,0.763,0.104,-0.9995,negative
2012-11-16,0.144,0.757,0.099,-0.9998,negative
2012-11-17,0.115,0.805,0.08,-0.9995,negative
2012-11-18,0.12,0.777,0.102,-0.9985,negative
2012-11-19,0.13,0.778,0.092,-0.9996,negative
2012-11-20,0.124,0.787,0.089,-0.9996,negative
2012-11-21,0.141,0.782,0.077,-0.9999,negative
2012-11-22,0.121,0.782,0.097,-0.9992,negative
2012-11-23,0.148,0.761,0.091,-0.9999,negative
2012-11-24,0.123,0.801,0.076,-0.9997,negative
2012-11-25,0.144,0.759,0.097,-0.9998,negative
2012-11-26,0.113,0.774,0.113,-0.9239,negative
2012-11-27,0.154,0.748,0.098,-0.9999,negative
2012-11-28,0.122,0.787,0.091,-0.9995,negative
2012-11-29,0.124,0.795,0.081,-0.9997,negative
2012-11-30,0.122,0.778,0.1,-0.999,negative
2012-12-01,0.133,0.776,0.091,-0.9997,negative
2012-12-02,0.143,0.758,0.099,-0.9998,negative
2012-12-03,0.12,0.784,0.096,-0.9989,negative
2012-12-04,0.122,0.788,0.091,-0.9994,negative
2012-12-05,0.143,0.783,0.074,-0.9999,negative
2012-12-06,0.134,0.788,0.078,-0.9998,negative
2012-12-07,0.157,0.757,0.086,-0.9999,negative
2012-12-08,0.136,0.77,0.094,-0.9998,negative
2012-12-09,0.121,0.789,0.09,-0.9994,negative
2012-12-10,0.122,0.809,0.069,-0.9997,negative
2012-12-11,0.151,0.77,0.079,-0.9999,negative
2012-12-12,0.122,0.799,0.078,-0.9996,negative
2012-12-13,0.147,0.774,0.079,-0.9999,negative
2012-12-14,0.122,0.774,0.104,-0.9988,negative
2012-12-15,0.12,0.804,0.076,-0.9997,negative
2012-12-16,0.131,0.764,0.105,-0.9994,negative
2012-12-17,0.128,0.774,0.098,-0.9995,negative
2012-12-18,0.161,0.757,0.082,-0.9999,negative
2012-12-19,0.158,0.767,0.076,-0.9999,negative
2012-12-20,0.175,0.733,0.092,-0.9999,negative
2012-12-21,0.153,0.738,0.109,-0.9998,negative
2012-12-22,0.172,0.741,0.087,-0.9999,negative
2012-12-23,0.177,0.724,0.099,-0.9999,negative
2012-12-24,0.191,0.705,0.104,-1.0,negative
2012-12-25,0.19,0.719,0.091,-1.0,negative
2012-12-26,0.183,0.723,0.093,-0.9999,negative
2012-12-27,0.181,0.725,0.094,-1.0,negative
2012-12-28,0.173,0.73,0.097,-0.9999,negative
2012-12-29,0.182,0.73,0.089,-1.0,negative
2012-12-30,0.206,0.693,0.101,-1.0,negative
2012-12-31,0.158,0.744,0.098,-0.9999,negative
2013-01-01,0.158,0.752,0.09,-0.9999,negative
2013-01-02,0.158,0.753,0.089,-0.9999,negative
2013-01-03,0.193,0.715,0.092,-1.0,negative
2013-01-04,0.165,0.741,0.093,-0.9999,negative
2013-01-05,0.166,0.763,0.071,-0.9999,negative
2013-01-06,0.146,0.772,0.082,-0.9999,negative
2013-01-07,0.133,0.791,0.076,-0.9998,negative
2013-01-08,0.171,0.75,0.079,-0.9999,negative
2013-01-09,0.171,0.744,0.085,-0.9999,negative
2013-01-10,0.146,0.751,0.103,-0.9998,negative
2013-01-11,0.137,0.782,0.081,-0.9998,negative
2013-01-12,0.163,0.737,0.101,-0.9999,negative
2013-01-13,0.149,0.751,0.1,-0.9998,negative
2013-01-14,0.11,0.799,0.091,-0.9968,negative
2013-01-15,0.155,0.753,0.092,-0.9999,negative
2013-01-16,0.165,0.754,0.081,-0.9999,negative
2013-01-17,0.123,0.799,0.078,-0.9998,negative
2013-01-18,0.134,0.766,0.1,-0.9997,negative
2013-01-19,0.148,0.773,0.079,-0.9999,negative
2013-01-20,0.142,0.762,0.095,-0.9998,negative
2013-01-21,0.095,0.797,0.108,0.9986,positive
2013-01-22,0.138,0.777,0.085,-0.9998,negative
2013-01-23,0.144,0.769,0.087,-0.9999,negative
2013-01-24,0.161,0.745,0.095,-0.9999,negative
2013-01-25,0.169,0.742,0.089,-0.9999,negative
2013-01-26,0.131,0.765,0.104,-0.9994,negative
2013-01-27,0.116,0.778,0.106,-0.9856,negative
2013-01-28,0.125,0.756,0.119,-0.9836,negative
2013-01-29,0.129,0.802,0.07,-0.9998,negative
2013-01-30,0.14,0.777,0.082,-0.9999,negative
2013-01-31,0.119,0.778,0.103,-0.9984,negative
2013-02-01,0.1,0.796,0.104,0.9932,positive
2013-02-02,0.109,0.816,0.075,-0.9993,negative
2013-02-03,0.106,0.822,0.072,-0.9992,negative
2013-02-04,0.145,0.756,0.098,-0.9998,negative
2013-02-05,0.152,0.752,0.096,-0.9999,negative
2013-02-06,0.166,0.754,0.08,-0.9999,negative
2013-02-07,0.149,0.769,0.082,-0.9999,negative
2013-02-08,0.14,0.771,0.089,-0.9998,negative
2013-02-09,0.157,0.755,0.087,-0.9999,negative
2013-02-10,0.157,0.751,0.092,-0.9999,negative
2013-02-11,0.124,0.797,0.079,-0.9997,negative
2013-02-12,0.114,0.819,0.067,-0.9997,negative
2013-02-13,0.116,0.819,0.065,-0.9997,negative
2013-02-14,0.127,0.76,0.112,-0.9981,negative
2013-02-15,0.168,0.742,0.09,-0.9999,negative
2013-02-16,0.096,0.847,0.058,-0.9995,negative
2013-02-17,0.151,0.75,0.099,-0.9998,negative
2013-02-18,0.091,0.841,0.068,-0.9981,negative
2013-02-19,0.138,0.786,0.077,-0.9999,negative
2013-02-20,0.136,0.784,0.079,-0.9998,negative
2013-02-21,0.15,0.768,0.082,-0.9999,negative
2013-02-22,0.161,0.752,0.087,-0.9999,negative
2013-02-23,0.116,0.806,0.079,-0.9995,negative
2013-02-24,0.16,0.742,0.098,-0.9999,negative
2013-02-25,0.137,0.758,0.104,-0.9996,negative
2013-02-26,0.147,0.744,0.109,-0.9998,negative
2013-02-27,0.133,0.778,0.089,-0.9998,negative
2013-02-28,0.159,0.753,0.088,-0.9999,negative
2013-03-01,0.082,0.809,0.109,0.9993,positive
2013-03-02,0.122,0.79,0.088,-0.9996,negative
2013-03-03,0.15,0.761,0.089,-0.9999,negative
2013-03-04,0.166,0.753,0.081,-0.9999,negative
2013-03-05,0.17,0.746,0.085,-0.9999,negative
2013-03-06,0.132,0.774,0.094,-0.9997,negative
2013-03-07,0.117,0.802,0.081,-0.9996,negative
2013-03-08,0.119,0.795,0.086,-0.9996,negative
2013-03-09,0.134,0.766,0.101,-0.9996,negative
2013-03-10,0.118,0.797,0.086,-0.9992,negative
2013-03-11,0.114,0.797,0.089,-0.9989,negative
2013-03-12,0.132,0.778,0.091,-0.9997,negative
2013-03-13,0.141,0.775,0.084,-0.9998,negative
2013-03-14,0.156,0.754,0.09,-0.9999,negative
2013-03-15,0.154,0.767,0.079,-0.9999,negative
2013-03-16,0.161,0.75,0.089,-0.9999,negative
2013-03-17,0.128,0.77,0.102,-0.9993,negative
2013-03-18,0.131,0.768,0.101,-0.9995,negative
2013-03-19,0.145,0.764,0.091,-0.9999,negative
2013-03-20,0.144,0.757,0.098,-0.9998,negative
2013-03-21,0.135,0.787,0.078,-0.9998,negative
2013-03-22,0.16,0.744,0.096,-0.9999,negative
2013-03-23,0.117,0.793,0.09,-0.9992,negative
2013-03-24,0.151,0.744,0.105,-0.9998,negative
2013-03-25,0.105,0.8,0.095,-0.9839,negative
2013-03-26,0.129,0.76,0.111,-0.9989,negative
2013-03-27,0.145,0.756,0.099,-0.9998,negative
2013-03-28,0.105,0.831,0.064,-0.9994,negative
2013-03-29,0.168,0.724,0.107,-0.9999,negative
2013-03-30,0.146,0.762,0.091,-0.9998,negative
2013-03-31,0.109,0.793,0.098,-0.9952,negative
2013-04-01,0.133,0.769,0.097,-0.9996,negative
2013-04-02,0.139,0.774,0.087,-0.9998,negative
2013-04-03,0.16,0.747,0.092,-0.9999,negative
2013-04-04,0.143,0.775,0.082,-0.9999,negative
2013-04-05,0.156,0.75,0.094,-0.9999,negative
2013-04-06,0.147,0.751,0.103,-0.9998,negative
2013-04-07,0.126,0.784,0.09,-0.9997,negative
2013-04-08,0.111,0.796,0.093,-0.9978,negative
2013-04-09,0.132,0.78,0.089,-0.9997,negative
2013-04-10,0.141,0.77,0.089,-0.9998,negative
2013-04-11,0.129,0.778,0.093,-0.9997,negative
2013-04-12,0.137,0.76,0.103,-0.9997,negative
2013-04-13,0.158,0.752,0.09,-0.9999,negative
2013-04-14,0.119,0.775,0.105,-0.998,negative
2013-04-15,0.134,0.77,0.096,-0.9997,negative
2013-04-16,0.145,0.77,0.085,-0.9999,negative
2013-04-17,0.141,0.78,0.079,-0.9999,negative
2013-04-18,0.134,0.768,0.098,-0.9997,negative
2013-04-19,0.116,0.808,0.076,-0.9997,negative
2013-04-20,0.184,0.724,0.092,-0.9999,negative
2013-04-21,0.126,0.812,0.062,-0.9998,negative
2013-04-22,0.144,0.765,0.091,-0.9998,negative
2013-04-23,0.143,0.779,0.079,-0.9999,negative
2013-04-24,0.189,0.721,0.09,-1.0,negative
2013-04-25,0.14,0.795,0.065,-0.9999,negative
2013-04-26,0.139,0.778,0.083,-0.9998,negative
2013-04-27,0.166,0.752,0.081,-0.9999,negative
2013-04-28,0.157,0.743,0.1,-0.9999,negative
2013-04-29,0.148,0.748,0.104,-0.9998,negative
2013-04-30,0.14,0.756,0.104,-0.9996,negative
2013-05-01,0.143,0.776,0.081,-0.9999,negative
2013-05-02,0.113,0.771,0.116,0.9523,positive
2013-05-03,0.15,0.757,0.093,-0.9999,negative
2013-05-04,0.137,0.78,0.083,-0.9998,negative
2013-05-05,0.163,0.751,0.085,-0.9999,negative
2013-05-06,0.141,0.774,0.085,-0.9999,negative
2013-05-07,0.126,0.773,0.101,-0.9993,negative
2013-05-08,0.128,0.764,0.109,-0.9988,negative
2013-05-09,0.129,0.776,0.095,-0.9996,negative
2013-05-10,0.149,0.758,0.093,-0.9999,negative
2013-05-11,0.151,0.748,0.101,-0.9998,negative
2013-05-12,0.137,0.756,0.107,-0.9995,negative
2013-05-13,0.121,0.771,0.108,-0.9979,negative
2013-05-14,0.142,0.756,0.101,-0.9998,negative
2013-05-15,0.144,0.763,0.093,-0.9998,negative
2013-05-16,0.133,0.776,0.091,-0.9998,negative
2013-05-17,0.143,0.769,0.089,-0.9998,negative
2013-05-18,0.117,0.784,0.099,-0.9986,negative
2013-05-19,0.126,0.808,0.066,-0.9998,negative
2013-05-20,0.128,0.798,0.074,-0.9998,negative
2013-05-21,0.14,0.769,0.091,-0.9998,negative
2013-05-22,0.133,0.788,0.079,-0.9998,negative
2013-05-23,0.138,0.771,0.091,-0.9998,negative
2013-05-24,0.144,0.78,0.075,-0.9999,negative
2013-05-25,0.134,0.786,0.081,-0.9998,negative
2013-05-26,0.166,0.766,0.068,-0.9999,negative
2013-05-27,0.132,0.782,0.086,-0.9997,negative
2013-05-28,0.136,0.768,0.096,-0.9997,negative
2013-05-29,0.131,0.77,0.099,-0.9996,negative
2013-05-30,0.142,0.774,0.084,-0.9999,negative
2013-05-31,0.093,0.842,0.065,-0.9989,negative
2013-06-01,0.171,0.739,0.09,-0.9999,negative
2013-06-02,0.155,0.77,0.075,-0.9999,negative
2013-06-03,0.118,0.797,0.084,-0.9995,negative
2013-06-04,0.091,0.826,0.083,-0.9636,negative
2013-06-05,0.115,0.784,0.1,-0.9972,negative
2013-06-06,0.123,0.781,0.096,-0.9994,negative
2013-06-07,0.085,0.848,0.067,-0.9971,negative
2013-06-08,0.105,0.808,0.087,-0.9983,negative
2013-06-09,0.114,0.801,0.085,-0.9992,negative
2013-06-10,0.142,0.746,0.112,-0.9995,negative
2013-06-11,0.129,0.796,0.075,-0.9999,negative
2013-06-12,0.107,0.819,0.074,-0.9993,negative
2013-06-13,0.127,0.794,0.079,-0.9998,negative
2013-06-14,0.126,0.802,0.072,-0.9998,negative
2013-06-15,0.167,0.748,0.085,-0.9999,negative
2013-06-16,0.16,0.748,0.093,-0.9999,negative
2013-06-17,0.116,0.804,0.08,-0.9994,negative
2013-06-18,0.133,0.788,0.079,-0.9998,negative
2013-06-19,0.131,0.799,0.07,-0.9999,negative
2013-06-20,0.146,0.754,0.1,-0.9998,negative
2013-06-21,0.136,0.777,0.087,-0.9998,negative
2013-06-22,0.166,0.745,0.089,-0.9999,negative
2013-06-23,0.145,0.75,0.105,-0.9998,negative
2013-06-24,0.112,0.798,0.089,-0.9992,negative
2013-06-25,0.11,0.805,0.085,-0.9991,negative
